Tf,distance
YHR130C,Saccharomyces
YKL036C,Saccharomyces
YBR134W,Saccharomyces
YJL075C,Saccharomyces
YOR203W,Saccharomyces
YDL242W,Saccharomyces
YDR504C,Saccharomyces
YOR055W,Saccharomyces
YNL170W,Saccharomyces
YOR139C,Saccharomyces
YHL037C,Saccharomyces
YPR142C,Saccharomyces
YJL211C,Saccharomyces
YGR069W,Saccharomyces
YPL200W,Saccharomyces
YAL064W,Saccharomyces
YML053C,Saccharomyces
YPL025C,Saccharomyces
YDR210W,Saccharomyces
YDR271C,Saccharomyces
YOR082C,Saccharomyces
YFR020W,Saccharomyces
YDR455C,Saccharomyces
YLR053C,Saccharomyces
YCL049C,Saccharomyces
YGL007W,Saccharomyces
YKL044W,Saccharomyces
YBR144C,Saccharomyces
YKL136W,Saccharomyces
YJR146W,Saccharomyces
YJL119C,Saccharomyces
YGR137W,Saccharomyces
YHR153C,Saccharomyces
YNL114C,Saccharomyces
YLR236C,Saccharomyces
YOR282W,Saccharomyces
YNL300W,Saccharomyces
YNL269W,Saccharomyces
YBR224W,Saccharomyces
YKL202W,Saccharomyces
YEL059W,Saccharomyces
YOR300W,Saccharomyces
YFR057W,Saccharomyces
YGR269W,Saccharomyces
YOR050C,Saccharomyces
YDR008C,Saccharomyces
YKL102C,Saccharomyces
YLL037W,Saccharomyces
YNL146W,Saccharomyces
YDR275W,Saccharomyces
YAL045C,Saccharomyces
YDR445C,Saccharomyces
YNL017C,Saccharomyces
YBR206W,Saccharomyces
YPR014C,Saccharomyces
YDL187C,Saccharomyces
YPR064W,Saccharomyces
YOR376W,Saccharomyces
YDR215C,Saccharomyces
YKR077W,Saccharomyces
YLR082C,Saccharomyces
YHR160C,Saccharomyces
YGL074C,Saccharomyces
YFL032W,Saccharomyces
YCR108C,Saccharomyces
YEL010W,Saccharomyces
YCR025C,Saccharomyces
YLL044W,Saccharomyces
YGR011W,Saccharomyces
YBR209W,Saccharomyces
