gene,origin_mechanism,parental_gene
YDR542W,DNA-based duplication like,YJR150C
YDR542W,DNA-based duplication,YHL046C
YDR542W,DNA-based duplication,YPL282C
YDR542W,DNA-based duplication,YBR301W
YDR542W,DNA-based duplication,YFL020C
YDR542W,DNA-based duplication,YBL108C-A
YDR542W,DNA-based duplication,YLL025W
YDR542W,DNA-based duplication,YAR020C
YDR542W,DNA-based duplication,YJL223C
YDR542W,DNA-based duplication,YCR104W
YDR542W,DNA-based duplication,YNR076W
YDR542W,DNA-based duplication,YOL161C
YDR542W,DNA-based duplication,YOR394W
YDR542W,DNA-based duplication,YAL068C
YDR542W,DNA-based duplication,YGL261C
YDR543C,DNA-based duplication,YER188C-A
YDR543C,DNA-based duplication,YJR162C
YDR543C,DNA-based duplication,YOL166W-A
YDR543C,DNA-based duplication,YAL068W-A
YDR543C,DNA-based duplication,YNR077C
YDR543C,DNA-based duplication,YNL337W
YDR543C,DNA-based duplication,YFL063W
YDR543C,DNA-based duplication,YMR326C
YDR543C,DNA-based duplication,YLL065W
YDR543C,DNA-based duplication,YKL225W
YAL068W-A,DNA-based duplication,YDR543C
YAL068W-A,DNA-based duplication,YER188C-A
YAL068W-A,DNA-based duplication,YJR162C
YAL068W-A,DNA-based duplication,YOL166W-A
YAL068W-A,DNA-based duplication,YNR077C
YAL068W-A,DNA-based duplication,YNL337W
YAL068W-A,DNA-based duplication like,YFL063W
YAL068W-A,DNA-based duplication,YMR326C
YAL068W-A,DNA-based duplication,YLL065W
YAL068W-A,DNA-based duplication,YKL225W
YDR544C,DNA-based duplication like,YBL109W
YDR544C,DNA-based duplication,YHR217C
YBL109W,DNA-based duplication like,YDR544C
YBL109W,DNA-based duplication like,YHR217C
YDR545W,retroposition,YIL177C
YDR545W,DNA-based duplication like,YLR462W
YDR545W,retroposition,YHL050C
YDR545W,DNA-based duplication,YHR219W
YDR545W,DNA-based duplication,YBL112C
YDR545W,DNA-based duplication,YEL077C
YDR545W,DNA-based duplication,YFL066C
YDR545W,DNA-based duplication,YHR218W-A
YDR545W,retroposition,YLL066C
YDR545W,retroposition,YBL111C
YDR545W,DNA-based duplication,YER190W
YDR545W,retroposition,YML133C
YDR545W,retroposition,YJL225C
YDR545W,DNA-based duplication,YLR467W
YDR545W,retroposition,YPL283C
YDR545W,DNA-based duplication,YPR204W
YDR545W,DNA-based duplication,YBL113C
YDR545W,DNA-based duplication,YLR466W
YDR545W,DNA-based duplication,YOR396W
YDR545W,retroposition,YGR296W
YDR545W,retroposition,YLL067C
YDR545W,retroposition,YNL339C
YDR545W,retroposition,YHR218W
YDR545C-A,DNA-based duplication,YFL068W
YDR545C-A,DNA-based duplication,YHR219C-A
YDR545C-A,DNA-based duplication,YGR296C-B
YDR545C-A,DNA-based duplication,YLR466C-A
YDR545C-A,DNA-based duplication,YLL067W-A
YDR545C-A,DNA-based duplication,YJL225W-A
YDR545C-A,DNA-based duplication,YOR396C-A
YDR545C-A,DNA-based duplication,YLR467C-A
YDR545C-A,DNA-based duplication,YPL283W-B
YDR545C-A,DNA-based duplication,YBL113W-A
YDR545C-A,DNA-based duplication,YHL050W-A
YDR545C-A,DNA-based duplication,YML133W-B
YDR545C-A,DNA-based duplication,YLL066W-A
YDR545C-A,DNA-based duplication,YER190C-B
YDR545C-A,DNA-based duplication,YNL339W-B
YDR545C-A,DNA-based duplication,YEL077W-A
YDR545C-A,DNA-based duplication,YPR204C-A
YDR545C-A,DNA-based duplication,YIL177W-A
YBL113W-A,DNA-based duplication,YFL068W
YBL113W-A,DNA-based duplication,YHR219C-A
YBL113W-A,DNA-based duplication,YGR296C-B
YBL113W-A,DNA-based duplication,YLR466C-A
YBL113W-A,DNA-based duplication,YLL067W-A
YBL113W-A,DNA-based duplication,YJL225W-A
YBL113W-A,DNA-based duplication,YOR396C-A
YBL113W-A,DNA-based duplication,YLR467C-A
YBL113W-A,DNA-based duplication,YDR545C-A
YBL113W-A,DNA-based duplication,YPL283W-B
YBL113W-A,DNA-based duplication,YHL050W-A
YBL113W-A,DNA-based duplication,YML133W-B
YBL113W-A,DNA-based duplication,YLL066W-A
YBL113W-A,DNA-based duplication,YER190C-B
YBL113W-A,DNA-based duplication,YNL339W-B
YBL113W-A,DNA-based duplication,YEL077W-A
YBL113W-A,DNA-based duplication,YPR204C-A
YBL113W-A,DNA-based duplication,YIL177W-A
YEL077C,retroposition,YIL177C
YEL077C,DNA-based duplication like,YLR462W
YEL077C,retroposition,YHL050C
YEL077C,DNA-based duplication,YDR545W
YEL077C,DNA-based duplication,YHR219W
YEL077C,DNA-based duplication,YBL112C
YEL077C,DNA-based duplication,YFL066C
YEL077C,DNA-based duplication,YHR218W-A
YEL077C,retroposition,YLL066C
YEL077C,retroposition,YBL111C
YEL077C,DNA-based duplication,YER190W
YEL077C,retroposition,YML133C
YEL077C,retroposition,YJL225C
YEL077C,DNA-based duplication,YLR467W
YEL077C,retroposition,YPL283C
YEL077C,DNA-based duplication,YPR204W
YEL077C,DNA-based duplication,YBL113C
YEL077C,DNA-based duplication,YLR466W
YEL077C,DNA-based duplication,YOR396W
YEL077C,retroposition,YGR296W
YEL077C,retroposition,YLL067C
YEL077C,retroposition,YNL339C
YEL077C,retroposition,YHR218W
YEL077W-A,DNA-based duplication,YFL068W
YEL077W-A,DNA-based duplication,YHR219C-A
YEL077W-A,DNA-based duplication,YGR296C-B
YEL077W-A,DNA-based duplication,YLR466C-A
YEL077W-A,DNA-based duplication,YLL067W-A
YEL077W-A,DNA-based duplication,YJL225W-A
YEL077W-A,DNA-based duplication,YOR396C-A
YEL077W-A,DNA-based duplication,YLR467C-A
YEL077W-A,DNA-based duplication,YDR545C-A
YEL077W-A,DNA-based duplication,YBL113W-A
YEL077W-A,DNA-based duplication,YHL050W-A
YEL077W-A,DNA-based duplication,YML133W-B
YEL077W-A,DNA-based duplication,YLL066W-A
YEL077W-A,DNA-based duplication,YPL283W-B
YEL077W-A,DNA-based duplication,YER190C-B
YEL077W-A,DNA-based duplication,YNL339W-B
YEL077W-A,DNA-based duplication,YPR204C-A
YEL077W-A,DNA-based duplication,YIL177W-A
YEL076C,DNA-based duplication like,YEL075C
YEL076C,DNA-based duplication like,YFL065C
YEL076C,DNA-based duplication like,YFL064C
YEL076C,DNA-based duplication like,YHL049C
YEL076C,DNA-based duplication like,YPR203W
YEL076C,retroposition like,YPR202W
YEL076C,DNA-based duplication like,YER189W
YEL075C,DNA-based duplication like,YFL065C
YEL075C,DNA-based duplication,YFL064C
YEL075C,DNA-based duplication like,YHL049C
YEL075C,DNA-based duplication like,YPR203W
YEL075C,retroposition like,YPR202W
YEL075C,DNA-based duplication like,YEL076C
YEL075C,DNA-based duplication,YER189W
YEL070W,DNA-based duplication,YNR073C
YEL069C,DNA-based duplication,YMR011W
YEL069C,DNA-based duplication,YDL245C
YEL069C,DNA-based duplication,YDR342C
YEL069C,DNA-based duplication like,YHR096C
YEL069C,DNA-based duplication,YLR081W
YEL069C,DNA-based duplication,YHR094C
YEL069C,DNA-based duplication,YJL214W
YEL069C,DNA-based duplication,YOL156W
YEL069C,DNA-based duplication,YHR092C
YEL069C,DNA-based duplication,YFL011W
YEL069C,DNA-based duplication,YDR343C
YEL069C,DNA-based duplication,YJL219W
YEL069C,DNA-based duplication,YDR345C
YEL069C,DNA-based duplication,YJR158W
YEL066W,DNA-based duplication like,YPR193C
YEL049W,DNA-based duplication,YLR461W
YEL049W,DNA-based duplication,YMR325W
YEL049W,DNA-based duplication,YIR041W
YEL049W,DNA-based duplication,YLR037C
YEL049W,DNA-based duplication,YGR294W
YEL049W,DNA-based duplication,YIL176C
YEL049W,DNA-based duplication,YLL064C
YEL049W,DNA-based duplication,YKL224C
YEL049W,DNA-based duplication,YDR542W
YEL049W,DNA-based duplication like,YJR151C
YEL049W,DNA-based duplication like,YJR150C
YEL049W,DNA-based duplication,YHL046C
YEL049W,DNA-based duplication,YPL282C
YEL049W,DNA-based duplication,YBR301W
YEL049W,DNA-based duplication,YFL020C
YEL049W,DNA-based duplication,YAR020C
YEL049W,DNA-based duplication,YLL025W
YEL049W,DNA-based duplication,YBL108C-A
YEL049W,DNA-based duplication,YJL223C
YEL049W,DNA-based duplication,YCR104W
YEL049W,DNA-based duplication,YNR076W
YEL049W,DNA-based duplication,YOL161C
YEL049W,DNA-based duplication,YOR394W
YEL049W,DNA-based duplication,YAL068C
YEL049W,DNA-based duplication,YGL261C
YEL034C-A,de novo origination,YEL034C-A
YEL030W,DNA-based duplication,YJR045C
YEL030W,DNA-based duplication like,YLL024C
YEL030W,DNA-based duplication like,YER103W
YEL030W,DNA-based duplication,YLR369W
YEL030W,DNA-based duplication like,YAL005C
YEL028W,de novo origination,YEL028W
YEL025C,de novo origination,YEL025C
YEL006W,DNA-based duplication like,YIL006W
YEL006W,DNA-based duplication like,YBR192W
YER001W,DNA-based duplication like,YNR059W
YER001W,DNA-based duplication like,YGL257C
YER001W,DNA-based duplication like,YIL014W
YER096W,de novo origination,YER096W
YER105C,DNA-based duplication like,YBL079W
YER115C,de novo origination,YER115C
YER144C,DNA-based duplication like,YDR069C
YER144C,DNA-based duplication like,YJL197W
YER147C-A,de novo origination,YER147C-A
YER150W,DNA-based duplication like,YDR077W
YER184C,DNA-based duplication like,YGL013C
YER184C,DNA-based duplication like,YBL005W
YER185W,DNA-based duplication like,YGR213C
YER187W,DNA-based duplication like,YGL262W
YER188C-A,DNA-based duplication,YDR543C
YER188C-A,DNA-based duplication,YJR162C
YER188C-A,DNA-based duplication,YOL166W-A
YER188C-A,DNA-based duplication,YAL068W-A
YER188C-A,DNA-based duplication,YNR077C
YER188C-A,DNA-based duplication,YNL337W
YER188C-A,DNA-based duplication,YFL063W
YER188C-A,DNA-based duplication,YMR326C
YER188C-A,DNA-based duplication,YLL065W
YER188C-A,DNA-based duplication,YKL225W
YER189W,DNA-based duplication,YEL075C
YER189W,DNA-based duplication like,YFL065C
YER189W,DNA-based duplication,YFL064C
YER189W,DNA-based duplication like,YHL049C
YER189W,DNA-based duplication like,YPR203W
YER189W,retroposition like,YPR202W
YER189W,DNA-based duplication like,YEL076C
YER190W,retroposition,YIL177C
YER190W,DNA-based duplication like,YLR462W
YER190W,retroposition,YHL050C
YER190W,DNA-based duplication,YDR545W
YER190W,DNA-based duplication,YHR219W
YER190W,DNA-based duplication,YBL112C
YER190W,DNA-based duplication,YEL077C
YER190W,DNA-based duplication,YFL066C
YER190W,DNA-based duplication,YHR218W-A
YER190W,retroposition,YLL066C
YER190W,retroposition,YBL111C
YER190W,retroposition,YML133C
YER190W,retroposition,YJL225C
YER190W,DNA-based duplication,YLR467W
YER190W,retroposition,YPL283C
YER190W,DNA-based duplication,YPR204W
YER190W,DNA-based duplication,YBL113C
YER190W,DNA-based duplication,YLR466W
YER190W,DNA-based duplication,YOR396W
YER190W,retroposition,YGR296W
YER190W,retroposition,YLL067C
YER190W,retroposition,YNL339C
YER190W,retroposition,YHR218W
YER190C-B,DNA-based duplication,YFL068W
YER190C-B,DNA-based duplication,YHR219C-A
YER190C-B,DNA-based duplication,YGR296C-B
YER190C-B,DNA-based duplication,YLR466C-A
YER190C-B,DNA-based duplication,YLL067W-A
YER190C-B,DNA-based duplication,YJL225W-A
YER190C-B,DNA-based duplication,YOR396C-A
YER190C-B,DNA-based duplication,YLR467C-A
YER190C-B,DNA-based duplication,YDR545C-A
YER190C-B,DNA-based duplication,YBL113W-A
YER190C-B,DNA-based duplication,YHL050W-A
YER190C-B,DNA-based duplication,YML133W-B
YER190C-B,DNA-based duplication,YPL283W-B
YER190C-B,DNA-based duplication,YLL066W-A
YER190C-B,DNA-based duplication,YNL339W-B
YER190C-B,DNA-based duplication,YEL077W-A
YER190C-B,DNA-based duplication,YPR204C-A
YER190C-B,DNA-based duplication,YIL177W-A
YFL068W,DNA-based duplication,YHR219C-A
YFL068W,DNA-based duplication,YGR296C-B
YFL068W,DNA-based duplication,YLR466C-A
YFL068W,DNA-based duplication,YLL067W-A
YFL068W,DNA-based duplication,YJL225W-A
YFL068W,DNA-based duplication,YOR396C-A
YFL068W,DNA-based duplication,YLR467C-A
YFL068W,DNA-based duplication,YDR545C-A
YFL068W,DNA-based duplication,YBL113W-A
YFL068W,DNA-based duplication,YHL050W-A
YFL068W,DNA-based duplication,YML133W-B
YFL068W,DNA-based duplication,YLL066W-A
YFL068W,DNA-based duplication,YPL283W-B
YFL068W,DNA-based duplication,YER190C-B
YFL068W,DNA-based duplication,YNL339W-B
YFL068W,DNA-based duplication,YEL077W-A
YFL068W,DNA-based duplication,YPR204C-A
YFL068W,DNA-based duplication,YIL177W-A
YFL066C,retroposition like,YIL177C
YFL066C,DNA-based duplication like,YLR462W
YFL066C,retroposition like,YHL050C
YFL066C,DNA-based duplication like,YDR545W
YFL066C,DNA-based duplication like,YHR219W
YFL066C,DNA-based duplication,YBL112C
YFL066C,DNA-based duplication like,YEL077C
YFL066C,DNA-based duplication,YHR218W-A
YFL066C,retroposition like,YLL066C
YFL066C,retroposition like,YBL111C
YFL066C,DNA-based duplication like,YER190W
YFL066C,retroposition like,YML133C
YFL066C,retroposition like,YJL225C
YFL066C,DNA-based duplication like,YLR467W
YFL066C,retroposition like,YPL283C
YFL066C,DNA-based duplication like,YPR204W
YFL066C,DNA-based duplication like,YBL113C
YFL066C,DNA-based duplication like,YLR466W
YFL066C,DNA-based duplication like,YOR396W
YFL066C,retroposition like,YGR296W
YFL066C,retroposition like,YLL067C
YFL066C,retroposition like,YNL339C
YFL066C,retroposition like,YHR218W
YFL065C,DNA-based duplication like,YEL075C
YFL065C,DNA-based duplication like,YFL064C
YFL065C,DNA-based duplication like,YHL049C
YFL065C,DNA-based duplication,YPR203W
YFL065C,retroposition like,YPR202W
YFL065C,DNA-based duplication like,YEL076C
YFL065C,DNA-based duplication like,YER189W
YFL064C,DNA-based duplication,YEL075C
YFL064C,DNA-based duplication like,YFL065C
YFL064C,DNA-based duplication,YHL049C
YFL064C,DNA-based duplication like,YPR203W
YFL064C,retroposition,YPR202W
YFL064C,DNA-based duplication,YER189W
YFL064C,DNA-based duplication like,YEL076C
YFL063W,DNA-based duplication,YDR543C
YFL063W,DNA-based duplication,YER188C-A
YFL063W,DNA-based duplication,YJR162C
YFL063W,DNA-based duplication,YOL166W-A
YFL063W,DNA-based duplication,YAL068W-A
YFL063W,DNA-based duplication,YNR077C
YFL063W,DNA-based duplication,YNL337W
YFL063W,DNA-based duplication,YMR326C
YFL063W,DNA-based duplication,YLL065W
YFL063W,DNA-based duplication,YKL225W
YFL062W,DNA-based duplication,YDL248W
YFL062W,DNA-based duplication,YML132W
YFL062W,DNA-based duplication,YBR302C
YFL062W,DNA-based duplication,YGR295C
YFL062W,DNA-based duplication,YHL048W
YFL062W,DNA-based duplication like,YHL043W
YFL062W,DNA-based duplication,YJR161C
YFL062W,DNA-based duplication,YNL336W
YFL062W,DNA-based duplication like,YNR075W
YFL062W,DNA-based duplication like,YHL042W
YFL062W,DNA-based duplication,YKL219W
YFL062W,DNA-based duplication like,YGL263W
YFL061W,DNA-based duplication,YNL335W
YFL055W,de novo origination,YFL055W
YJR094C,de novo origination,YJR094C
YJR103W,DNA-based duplication,YBL039C
YDL086C-A,de novo origination,YDL086C-A
YKL183C-A,de novo origination,YKL183C-A
YFL015C,de novo origination,YFL015C
YPR108W-A,de novo origination,YPR108W-A
YLR366W,de novo origination,YLR366W
YOR121C,de novo origination,YOR121C
YGL217C,de novo origination,YGL217C
YAL059C-A,de novo origination,YAL059C-A
YMR025W,de novo origination,YMR025W
YJR023C,de novo origination,YJR023C
YMR151W,de novo origination,YMR151W
YCL046W,de novo origination,YCL046W
YIL071W-A,de novo origination,YIL071W-A
YHR032W-A,de novo origination,YHR032W-A
YGR160W,de novo origination,YGR160W
YLR374C,de novo origination,YLR374C
YFL041W-A,de novo origination,YFL041W-A
YCL056C,de novo origination,YCL056C
YLR010C,de novo origination,YLR010C
YHR152W,de novo origination,YHR152W
YHL019W-A,de novo origination,YHL019W-A
YAL056C-A,de novo origination,YAL056C-A
YKL096W-A,de novo origination,YKL096W-A
YIL086C,de novo origination,YIL086C
YPL119C-A,de novo origination,YPL119C-A
YBR126W-B,de novo origination,YBR126W-B
YLR252W,de novo origination,YLR252W
YPL192C,de novo origination,YPL192C
YKL115C,de novo origination,YKL115C
YLR279W,de novo origination,YLR279W
YDR401W,de novo origination,YDR401W
YDL026W,de novo origination,YDL026W
YHR032C-A,de novo origination,YHR032C-A
YAL047W-A,de novo origination,YAL047W-A
YMR030W,de novo origination,YMR030W
YLR255C,de novo origination,YLR255C
YCR085W,de novo origination,YCR085W
YKR032W,de novo origination,YKR032W
YDR442W,de novo origination,YDR442W
YLR154C-G,de novo origination,YLR154C-G
YCR001W,de novo origination,YCR001W
YNR042W,de novo origination,YNR042W
YGR139W,de novo origination,YGR139W
YJL150W,de novo origination,YJL150W
YKR035C,de novo origination,YKR035C
YDL158C,de novo origination,YDL158C
YMR194C-A,de novo origination,YMR194C-A
YNL089C,de novo origination,YNL089C
YBR266C,de novo origination,YBR266C
YMR320W,de novo origination,YMR320W
YDR193W,de novo origination,YDR193W
YFR026C,de novo origination,YFR026C
YOR186C-A,de novo origination,YOR186C-A
YML101C,de novo origination,YML101C
YEL008C-A,de novo origination,YEL008C-A
YLR302C,de novo origination,YLR302C
YHR136C,de novo origination,YHR136C
YHL006C,de novo origination,YHL006C
YIL156W-A,de novo origination,YIL156W-A
YOR364W,de novo origination,YOR364W
YLR162W,de novo origination,YLR162W
YNL235C,de novo origination,YNL235C
YNL105W,de novo origination,YNL105W
YIL068W-A,de novo origination,YIL068W-A
YMR141W-A,de novo origination,YMR141W-A
YHR131W-A,de novo origination,YHR131W-A
YGR228W,de novo origination,YGR228W
YFL012W,de novo origination,YFL012W
YDR048C,de novo origination,YDR048C
YPL238C,de novo origination,YPL238C
YAL008W,de novo origination,YAL008W
YLR146W-A,de novo origination,YLR146W-A
YOR029W,de novo origination,YOR029W
YMR103C,de novo origination,YMR103C
YKR078W,de novo origination,YKR078W
YHR014W,de novo origination,YHR014W
YML101C-A,de novo origination,YML101C-A
YBR064W,de novo origination,YBR064W
YER152W-A,de novo origination,YER152W-A
YGR270C-A,de novo origination,YGR270C-A
YDR354C-A,de novo origination,YDR354C-A
YLR140W,de novo origination,YLR140W
YHL034W-A,de novo origination,YHL034W-A
YLR331C,de novo origination,YLR331C
YBR296C-A,de novo origination,YBR296C-A
YNL103W-A,de novo origination,YNL103W-A
YLR434C,de novo origination,YLR434C
YPR160C-A,de novo origination,YPR160C-A
YGL117W,de novo origination,YGL117W
YKL123W,de novo origination,YKL123W
YGR039W,de novo origination,YGR039W
YOR044W,de novo origination,YOR044W
YLR042C,de novo origination,YLR042C
YCL023C,de novo origination,YCL023C
YOR073W-A,de novo origination,YOR073W-A
YMR119W-A,de novo origination,YMR119W-A
YHR050W-A,de novo origination,YHR050W-A
YCR049C,de novo origination,YCR049C
YLR297W,de novo origination,YLR297W
YKL109W,de novo origination,YKL109W
YER133W-A,de novo origination,YER133W-A
YLR120W-A,de novo origination,YLR120W-A
YBR196C-A,de novo origination,YBR196C-A
YJL009W,de novo origination,YJL009W
YKL100W-A,de novo origination,YKL100W-A
YPL038W-A,de novo origination,YPL038W-A
YBR292C,de novo origination,YBR292C
YDR034W-B,de novo origination,YDR034W-B
YER046W-A,de novo origination,YER046W-A
YHR007C-A,de novo origination,YHR007C-A
YGR050C,de novo origination,YGR050C
YER087C-A,de novo origination,YER087C-A
YER035W,de novo origination,YER035W
YLR282C,de novo origination,YLR282C
YBL077W,de novo origination,YBL077W
YOR343C,de novo origination,YOR343C
YHR165W-A,de novo origination,YHR165W-A
YNL043C,de novo origination,YNL043C
YNL144W-A,de novo origination,YNL144W-A
YOR284W,de novo origination,YOR284W
YGR176W,de novo origination,YGR176W
YKL053W,de novo origination,YKL053W
YOR329W-A,de novo origination,YOR329W-A
YOL159C-A,de novo origination,YOL159C-A
YOR218C,de novo origination,YOR218C
YOR170W,de novo origination,YOR170W
YOL109W,de novo origination,YOL109W
YGL199C,de novo origination,YGL199C
YDR053W,de novo origination,YDR053W
YBL062W,de novo origination,YBL062W
YPL080C,de novo origination,YPL080C
YCR081C-A,de novo origination,YCR081C-A
YOR318C,de novo origination,YOR318C
YDL041W,de novo origination,YDL041W
YMR172C-A,de novo origination,YMR172C-A
YPR160W-A,de novo origination,YPR160W-A
YNL171C,de novo origination,YNL171C
YHR180W,de novo origination,YHR180W
YJL142C,de novo origination,YJL142C
YKL066W,de novo origination,YKL066W
YDL114W-A,de novo origination,YDL114W-A
YPL278C,de novo origination,YPL278C
YHR125W,de novo origination,YHR125W
YIR017W-A,de novo origination,YIR017W-A
YML057C-A,de novo origination,YML057C-A
YLR415C,de novo origination,YLR415C
YPL056C,de novo origination,YPL056C
YHR021W-A,de novo origination,YHR021W-A
YLL059C,de novo origination,YLL059C
YOL079W,de novo origination,YOL079W
YJL215C,de novo origination,YJL215C
YDR024W,de novo origination,YDR024W
YLR101C,de novo origination,YLR101C
YCR064C,de novo origination,YCR064C
YPL035C,de novo origination,YPL035C
YLR364C-A,de novo origination,YLR364C-A
YHL015W-A,de novo origination,YHL015W-A
YMR193C-A,de novo origination,YMR193C-A
YOR333C,de novo origination,YOR333C
YPR005C,de novo origination,YPR005C
YIL054W,de novo origination,YIL054W
YBR121C-A,de novo origination,YBR121C-A
YJL175W,de novo origination,YJL175W
YJR151W-A,de novo origination,YJR151W-A
YJL127W-A,de novo origination,YJL127W-A
YOL083C-A,de novo origination,YOL083C-A
YPR038W,de novo origination,YPR038W
YBR285W,de novo origination,YBR285W
YER091C-A,de novo origination,YER091C-A
YGL235W,de novo origination,YGL235W
YGR204C-A,de novo origination,YGR204C-A
YBR090C,de novo origination,YBR090C
YPR177C,de novo origination,YPR177C
YIR020W-A,de novo origination,YIR020W-A
YOR161W-B,de novo origination,YOR161W-B
YDL163W,de novo origination,YDL163W
YLR154C,de novo origination,YLR154C
YER079C-A,de novo origination,YER079C-A
YJL077W-B,de novo origination,YJL077W-B
YGL014C-A,de novo origination,YGL014C-A
YDR241W,de novo origination,YDR241W
YDR042C,de novo origination,YDR042C
YDR426C,de novo origination,YDR426C
YKL118W,de novo origination,YKL118W
YLR235C,de novo origination,YLR235C
YFL012W-A,de novo origination,YFL012W-A
YLR184W,de novo origination,YLR184W
YMR195W,de novo origination,YMR195W
YGR025W,de novo origination,YGR025W
YLR400W,de novo origination,YLR400W
YPR123C,de novo origination,YPR123C
YLR204W,de novo origination,YLR204W
YOL037C,de novo origination,YOL037C
YPR092W,de novo origination,YPR092W
YBR113W,de novo origination,YBR113W
YIL047C-A,de novo origination,YIL047C-A
YHR173C,de novo origination,YHR173C
YJL188C,de novo origination,YJL188C
YJR020W,de novo origination,YJR020W
YDR535C,de novo origination,YDR535C
YER097W,de novo origination,YER097W
YDR183C-A,de novo origination,YDR183C-A
YAL037C-B,de novo origination,YAL037C-B
YKL147C,de novo origination,YKL147C
YBR109W-A,de novo origination,YBR109W-A
YDR431W,de novo origination,YDR431W
YKR040C,de novo origination,YKR040C
YGL168W,de novo origination,YGL168W
YNL057W,de novo origination,YNL057W
YMR173W-A,de novo origination,YMR173W-A
YAL026C-A,de novo origination,YAL026C-A
YMR254C,de novo origination,YMR254C
YFR032C-B,de novo origination,YFR032C-B
YDR355C,de novo origination,YDR355C
YCL022C,de novo origination,YCL022C
YLR125W,de novo origination,YLR125W
YGR219W,de novo origination,YGR219W
YDR003W-A,de novo origination,YDR003W-A
YJR038C,de novo origination,YJR038C
YEL068C,de novo origination,YEL068C
YLR465C,de novo origination,YLR465C
YMR307C-A,de novo origination,YMR307C-A
YGR242W,de novo origination,YGR242W
YIL029W-A,de novo origination,YIL029W-A
YMR122C,de novo origination,YMR122C
YHR086W-A,de novo origination,YHR086W-A
YPR059C,de novo origination,YPR059C
YAL066W,de novo origination,YAL066W
YBL083C,de novo origination,YBL083C
YOR314W-A,de novo origination,YOR314W-A
YLR347W-A,de novo origination,YLR347W-A
YLR269C,de novo origination,YLR269C
YLR217W,de novo origination,YLR217W
Q0092,de novo origination,Q0092
YMR057C,de novo origination,YMR057C
YOR200W,de novo origination,YOR200W
YGR068W-A,de novo origination,YGR068W-A
YKR073C,de novo origination,YKR073C
YJR071W,de novo origination,YJR071W
YJR108W,de novo origination,YJR108W
YBR182C-A,de novo origination,YBR182C-A
YOR214C,de novo origination,YOR214C
YBR089W,de novo origination,YBR089W
YJR018W,de novo origination,YJR018W
YDR220C,de novo origination,YDR220C
YLR076C,de novo origination,YLR076C
YOL118C,de novo origination,YOL118C
YDR396W,de novo origination,YDR396W
YKL076C,de novo origination,YKL076C
Q0142,de novo origination,Q0142
YLR294C,de novo origination,YLR294C
YGL152C,de novo origination,YGL152C
YLR286W-A,de novo origination,YLR286W-A
YGL194C-A,de novo origination,YGL194C-A
YNL013C,de novo origination,YNL013C
YGR115C,de novo origination,YGR115C
YNR025C,de novo origination,YNR025C
YGL041C-B,de novo origination,YGL041C-B
YML094C-A,de novo origination,YML094C-A
YDR524W-C,de novo origination,YDR524W-C
YOR394C-A,de novo origination,YOR394C-A
YPL062W,de novo origination,YPL062W
YPR150W,de novo origination,YPR150W
YLL047W,de novo origination,YLL047W
YOR102W,de novo origination,YOR102W
YPL124W,de novo origination,YPL124W
YJR115W,de novo origination,YJR115W
YDR366C,de novo origination,YDR366C
YJR079W,de novo origination,YJR079W
YLR261C,de novo origination,YLR261C
YGL188C-A,de novo origination,YGL188C-A
YDR274C,de novo origination,YDR274C
YOR177C,de novo origination,YOR177C
YGR035W-A,de novo origination,YGR035W-A
YBL096C,de novo origination,YBL096C
YLR341W,de novo origination,YLR341W
YLR428C,de novo origination,YLR428C
YGL230C,de novo origination,YGL230C
YOR225W,de novo origination,YOR225W
YOR105W,de novo origination,YOR105W
YCL054W-A,de novo origination,YCL054W-A
YJL182C,de novo origination,YJL182C
YIL002W-A,de novo origination,YIL002W-A
YER084W-A,de novo origination,YER084W-A
YOR316C-A,de novo origination,YOR316C-A
YER014C-A,de novo origination,YER014C-A
YDL034W,de novo origination,YDL034W
YMR180C,de novo origination,YMR180C
YGL063C-A,de novo origination,YGL063C-A
YGL042C,de novo origination,YGL042C
YLR296W,de novo origination,YLR296W
YOR277C,de novo origination,YOR277C
YDR278C,de novo origination,YDR278C
YHR022C-A,de novo origination,YHR022C-A
YDR114C,de novo origination,YDR114C
YLR149C-A,de novo origination,YLR149C-A
YDL016C,de novo origination,YDL016C
YEL073C,de novo origination,YEL073C
YHR073W-A,de novo origination,YHR073W-A
YOL038C-A,de novo origination,YOL038C-A
YKL131W,de novo origination,YKL131W
YLR171W,de novo origination,YLR171W
YGR073C,de novo origination,YGR073C
YOR379C,de novo origination,YOR379C
YMR230W-A,de novo origination,YMR230W-A
YOR268C,de novo origination,YOR268C
YGR164W,de novo origination,YGR164W
YOR314W,de novo origination,YOR314W
YOL085C,de novo origination,YOL085C
YGL214W,de novo origination,YGL214W
YNL296W,de novo origination,YNL296W
YML084W,de novo origination,YML084W
YPL073C,de novo origination,YPL073C
YLR412C-A,de novo origination,YLR412C-A
YHL030W-A,de novo origination,YHL030W-A
YER066C-A,de novo origination,YER066C-A
YER006C-A,de novo origination,YER006C-A
YBL070C,de novo origination,YBL070C
YNL150W,de novo origination,YNL150W
YOL159C,de novo origination,YOL159C
YDR154C,de novo origination,YDR154C
YOL091W,de novo origination,YOL091W
YPL136W,de novo origination,YPL136W
YOR015W,de novo origination,YOR015W
YER158W-A,de novo origination,YER158W-A
YER181C,de novo origination,YER181C
YCR022C,de novo origination,YCR022C
YOR392W,de novo origination,YOR392W
YMR315W-A,de novo origination,YMR315W-A
